,comentario,machista,fuenteURL,titulo,tipoFuente,nombreMedio,generoProtagonista,numeroProtagonista,ambito,numeroComentarios,tematica,delete,fuenteID
3685,Me imagino si sospechara de alguna infidelidad de su pareja como preguntaría este sr para sacar la verdad.,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3686,Como te gusta tergiversar.  Comparar la cadena alimenticia con el asesinato gratuito de un animal.  Manda carajo....,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3687,La de los girasoles es maravillosa. La amo.,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3688,"No se que es peor  1) que comas carne para disfrutar, o 2) que comas carne porque piensas que es necesario y que sale mas barato, cuando es justamente lo opuesto. La gente come mal por desconocimiento, y lo mas triste es que estamos en 2019 y cualquiera puede buscar información al instante desde su celular. Hay gente que, definitivamente, decide ser ignorante. No lo digo como un insulto, yo antes también comía carne.",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3689,"Maldición, no sé si estoy sensible hoy, pero este video me sacó lagrimas",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3690,Mereces más likes,0,https://www.youtube.com/watch?v=GYwje9tSrro&ab_channel=JoanPlanas,ROMA GALLARDO EL MENTIROSO COMPULSIVO?,comentarios de video,youtube,hombre,mixto,mixto,1205.0,youtuber,,Y7
3691,y tú de plantas,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3692,"Mcnutty Me disculpo entonces, se leen tantas cosas por internet que ya no se sabe qué es una broma y qué se dice en serio....;)",0,https://www.youtube.com/watch?v=GYwje9tSrro&ab_channel=JoanPlanas,ROMA GALLARDO EL MENTIROSO COMPULSIVO?,comentarios de video,youtube,hombre,mixto,mixto,1205.0,youtuber,,Y7
3693,Que no es progre ni comunista os podéis informar por favor,0,https://www.youtube.com/watch?v=GYwje9tSrro&ab_channel=JoanPlanas,ROMA GALLARDO EL MENTIROSO COMPULSIVO?,comentarios de video,youtube,hombre,mixto,mixto,1205.0,youtuber,,Y7
3694,"No voy a dedicarme a ayudar a los animales ni a protestar contra el maltrato animal nunca mas, porque como carne.",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3695,Pues hombre vamos a ver la gente no le puede estar tapando y molestando PORQUE HASTA HACIENDO SU TRABAJO y os quedáis vosotros de que no hay libertad cuando no les dejaría hablar a los periodistas,0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3696,"El pobre perro, ahí metido entre tanto fascista de mierda...pobrecillo.",0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3697,"1) Yo no prohibiría la tauromaquia. La detesto y me avergüenza pero no la prohibiría ya que hay otras maneras mucho más lógicas y democráticas de acabar con esa barbarie Por ejemplo quitándole las subvenciones Yo no tengo porqué financiar algo que detesto Otra manera sería un referéndum a nivel Nacional Estoy seguro que ganaría la abolición  2) Estoy en contra de la tauromaquia y NO soy vegetariano Y no creo que eso sea hipocresía El proceso de cría, desarrollo y matanza del ganado está regulado por ley para que sea lo menos doloso posible Si un matadero hace barbaridades se está saltando la ley En una plaza de toros lo habitual es torturar al toro hasta que está exhausto  3) Llevar una dieta sana y equilibrada es imprescindible para todo aquel que tenga dos dedos de frente Si eliminas los nutrientes de la carne en tu dieta ya no te estás alimentando de manera variada  Que una banda de salvajes acuda a una plaza para disfrutar con la tortura y barbarie hacia un toro es totalmente prescindible Es tan prescindible que el 99% del planeta prescinde de esa barbaridad  4) No vale argumentar que mucha gente vive de la tauromaquia Mucha gente vive del narcotráfico y no deja por ello de ser delito y estar perseguido por la justicia  Y que no hay que engañar ni marear a nadie Si está todo muy claro La tauromaquia en su día, hace siglos, se practicó en toda Europa La tauromaquia es la evolución directa de la lucha de gladiadores de los romanos Lo que pasa que en el resto de Europa hace siglos la gente despreció la tauromaquia por ser una barbarie y en este país somos lo que Antonio Machado definió como ""En España de cada 10 cabezas 9 embisten y una piensa""  Y si no hubiéramos vivido 40 años de franquismo en los que se detuvo todo tipo de avances hacía la modernidad y el progreso hoy ya no seríamos el país en el que la gente se divierte clavandole espadas a un toro, que es como nos definen en Europa",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3698,"No existe ser ""feminista"" sin ser vegano No existe ser ""animalista/anti taurino"" sin ser vegano No existe ser ""ecologista"" sin ser vegano No existe ser ""anarquista sin ser vegano"" No existe ser ""buena persona"" sin ser vegano  El ""liberalismo"" es uno de los  cánceres del planeta",C,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3699,Roma eres un crack sacando a la gente de sus casillas,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3700,"47 los que hablais de rojos, pues la selección es la roja",0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3701,-Me ves desnutrido?  - Yo te veo mamadisimo,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3702,Pregunta PRETENCIOSA. Tauromaquia una “diversión” para acéfalos,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3703,"Alfred No sabes de lo que hablas es muy difícil debatir así, como antes del capitalismo no había con que lo comparamos?.  Esto es una pérdida de tiempo para mi.",0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3704,"El chico es vegano, así que ese cuerpo lo ha construido a base de plantas (que por si no lo sabías se puede hacer).",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3705,"Angel.. Excluye a Francia, porque tiene los mismos problemas territoriales que nuestro país. Al igual que Bélgica, Italia, etc. Ésto de los pueblos no es un problema exclusivo nuestro. Y, el ejemplo de Alemania, no sirve...puesto que es una República federal.., que es el modelo que a muchos nos gustaría seguir en España. Y sobretodo, para lograr también con ello, una unidad nacional.",0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3706,Eres tu muy listo pantera,0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3707,"Martin los derechos fundamentales son los recogidos en los artículos 15 al 29 de la Constitución, la muchacha está muy perdida se nota que habla de oídas",0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3708,"esperate que descifremos el lenguaje de las plantas y moriras de hambre, jajajaajajaaja",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3709,"Ojalá españa al igual que Mexico deje de prohibir la tauromaquia, es una tradición en muchos pueblos y una hermosa herencia española",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3710,Dios creó el mundo o el mundo creó a Dios?...,0,https://www.youtube.com/watch?v=gA8hUBDCPkk&ab_channel=laSexta,La Policía interviene en el reportaje de Ibarburu con simpatizantes Vox - El Intermedio,comentarios de video,youtube,hombre,general,mixto,1611.0,política;tv,,Y9
3711,"Somos omniboros y necesitamos comer carne. Aunque podemos intentar sacar todos los nutrientes de los vegetales a día de hoy no lo hemos conseguido y vereis como las personas 100% veganas sufren carencias nutricionales y a menudo compran en farmacias complementos alimenticios en forma de pastillas o polvos para no acabar enfermando, es así. La pregunta es, ¿qué animal en la tierra a parte del ser humano mata por diversión?, ninguno, es más incluso para el animal es un gasto de energía innecesario el tener que cazar y si le echas la comida de hecho lo deja de hacer. El ser humano no sólo mata por comer si no por disfrute y lo hace concienzudamente, sadicamente y con toda la ensaña posible porque el causar sufrimiento lo llena de satisfacción. Vamos por la calle y vemos a todos los gatos tuertos, cojos, con el rabo cortado... y a quien los cuida o les echa de comer se les regaña y se los llama ""la loca de los gatos"", etc, ¿en qué país civilizado y que clase de especie avanzada actúa como monstruos?. En el ser humano y para que la persona no sufra ya se está aplicando ""la muerte digna"" (que si fuese legal en España quizá yo la estaría solicitando porque estoy hasta la polla de vivir gracias a este fantástico ser humano). Si criamos a los animales en libertad y les damos de comer cosas saludables para después sacrificados de una forma indolora no sólo estaríamos haciéndolo por salud y el alimento sabría mejor si no que lo estaríamos haciendo para evitar dolor gratuito a un ser vivo y para demostrar que de verdad somos seres avanzados, no la mierda creída que somos",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3712,200 la raíz del pasto importa algo cuando estamos hablando de supuesto sufrimiento plantal?,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3713,"Salazar  Deje de soñar amigo, la industria de la carne (no vacas solamente... sino toda la maquinaria, personal, transporte equipamento, comprar forraje almacenarlo,etc) contaminan con CO2 mas que una ciudad con millones de autos. Si las vacas respiran o no ya es un plus a la contaminacion que produce esa industria.",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3714,No le dio el sol xdddd,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3715,"Has un vídeo de lo que haces para tener ese cabello así, ostias...",0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3716,y aun así te pillara mal parado. hahaha,0,https://www.youtube.com/watch?v=UxuKc_Oe_k0&ab_channel=RomaGallardo,PREGUNTANDO A TAURINOS Y ANTITAURINOS | Argumentos sobre tauromaquia y su ética,comentarios de video,youtube,hombre,general,profesional,5000.0,toros;opinión calle;youtuber,,Y8
3717,Participa en el evento español por los derechos y problemas de los hombres maltratados,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3718,el primer proyecto de Ley en español que busca blindar transversalmente los derechos de los hombres y los niños.,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3719,YouTuber en España que se atrevió a hacerle frente a la discriminación al hombre en su canal de YouTube.,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3720,"Nuestra queridísima Portavoz también se hará presente, para hacernos un recorrido que nos ayudará a entender la trampa de la discriminación de género en España",1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3721,"hablarnos desde su amplísima experiencia, del calvario que tiene que sufrir el hombre maltratado",1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3722,está literalmente exiliado por las leyes que en España discriminan al varón. Nos hará un breve recorrido por su experiencia. ,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3723,"Usen bien mis impuestos, cierren el ministerio de iguadad",1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3724,"No necesito cupo de género, soy una mujer independiente",1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3725,Vayan a deribar al patriarcado a medio oriente,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3726,Un banco violeta no me va a salvar de un violador,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3727,Un hombre no ejerce poder sobre una mujer por invitarle a cenar.  ,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3728,"Un piropo, no es agresión sexual.",1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3729,La guerra contra las androides no es más que la represión de la libre sexualidad masculina,1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,política; feminismo,,AM
3730,Las feminazis solo viven de las subvenciones. Pronto se les acabará el cuento,1,adquisición manual,nd,rrss,twitter,mujer,mixto,mixto,,feminismo,,AM
3731,"Mujeres sí, parásitas no",1,adquisición manual,nd,rrss,twitter,mujer,mixto,mixto,,feminismo,,AM
3732,Stop feminazis,1,adquisición manual,nd,rrss,twitter,mujer,mixto,mixto,,feminismo,,AM
3733,A fregar puta,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3734,Ven a discord guarra,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3735,Mujer tenías que ser,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3736,"Dios, es una mujer, vamos a perder",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3737,Vete a fregar,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3738,"Ven a chupármela, guarra",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3739,Estoy enamorado de ti. Duermes con pijama o desnuda?,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3740,Es improbable que una mujer pueda ganar sin ayuda,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3741,"No se puede ganar con una mujer en el equipo, es culpa tuya",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3742,"Vuélvete a la cocina, puta",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3743,"No chupes muchas pollas, puta",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3744,Eres demasiado fea y gorda para estar jugando en LOL,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3745,Hablas demasiado chica,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3746,Juegas como un hombre o como una mujer?,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3747,"Es una mujer, es malo",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3748,Los MMOs de mujeres son los IRL de los hombres,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3749,Las mujeres dan asco,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3750,"Gracias, puta vieja gorda",1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3751,Cállate puta,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3752,Enséñame las tetas,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3753,Vete a la cocina a hacerme un sandwich tía,1,adquisición manual,nd,foro y chat de videojuegos,videojuego,mujer,individual,mixto,,feminismo; videojuegos,,AM
3754,"Eres mujer, no sabes de fútbol",1,adquisición manual,nd,rrss,twitter,ninguno,general,mixto,,feminismo; fútbol,,AM
3755,Estas cosas no pasan cuando una mujer habla de fútbol,1,adquisición manual,nd,rrss,twitter,ninguno,general,mixto,,feminismo; fútbol,,AM
3756,"Con puras ganas de ver futbol hoy  pero escucho a la mujer relatar el partido, se me acaban de inmediato las ganas de verlo",1,adquisición manual,nd,rrss,twitter,mujer,individual,mixto,,feminismo; fútbol,,AM
3757,Con todo lo que les meten a estos dos cyborgs...Esto ha sido una de las más grandes aberraciones del deporte.,C,https://www.marca.com/tenis/open-australia/2021/02/08/6020bf13268e3e964f8b459c.html,La eterna juventud de las Williams: siguen ganando en Australia 24 años después,periódico,marca,mujer,individual,profesional,3.0,deporte;tv; entrevista,,M2
3758,"Con el bajo nivel WTA actual, hasta los 60 ganando.",0,https://www.marca.com/tenis/open-australia/2021/02/08/6020bf13268e3e964f8b459c.html,La eterna juventud de las Williams: siguen ganando en Australia 24 años después,periódico,marca,mujer,individual,profesional,3.0,deporte;tv; entrevista,,M2
3759,increible que tu no te ahogues con todo tu bilis.,0,https://www.marca.com/tenis/open-australia/2021/02/08/6020bf13268e3e964f8b459c.html,La eterna juventud de las Williams: siguen ganando en Australia 24 años después,periódico,marca,mujer,individual,profesional,3.0,deporte;tv; entrevista,,M2
3760,Se compra que le pongan una estrella en USA con el dinero que no declara en España. Todo correcto. Se ha puesto ya al día con Hacienda?,0,https://www.marca.com/tiramillas/musica/2021/10/02/61588311268e3e851b8b45c1.html,"Alejandro Sanz ya es el noveno español con una estrella en el Paseo de la Fama de Hollywood: ""Nunca lo imaginé""",periódico,marca,hombre,individual,profesional,1.0,marca;música,,M7
3761,"""El precio de la luz sigue su escalada y marca un nuevo récord para este jueves: 141,71 euros por megavatio hora"" elpais.com 8 Septiembre. A record diario con el desgobierno del PSOE de Sanchez y los comunistas bolivarianos de Podemos. Sanchez dimisión! Elecciones Generales YA!",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3762,"El Menistre de la Mentirá continúa , buen alumno de el Enterrador¿!!!! Dios los cria ¿.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3763,"Este es el ministro que no sabe como se calcula el precio de la luz, pero habla de ello, ignorante y lenguaraz",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3764,"Me parece bien la subida, pero también deberíamos poner un sueldo máximo, sobre todo a los políticos que no saben hacer la 0 con un vaso.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3765,"Asi es todo este desgobierno que tenemos ,claro como ellos cobra lo que cobran a los demas que nos den",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3766,"Claro. Si se cargan el empleo, ya no tiene en qué impactar.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3767,"""Otro récord del precio de la luz este jueves: superará los 141 euros"" 8 Septiembre. Sanchez dimisión! Elecciones Generales YA!",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3768,Esta vez por lo menos ha admitido que impacta .,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3769,"""Los golpes al bolsillo de las familias se acumulan: la luz, la gasolina y los alimentos continúan su escalada."" elpais.com 26 Agosto. Los impuestos a los ricos. PSOE de Sanchez y Podemos. Sanchez dimisión! Elecciones Generales YA!",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3770,"""Trabajo detecta 274.000 bajas el primer día hábil tras la aprobación del nuevo SMI"" Enero 2019. Menos trabajadores y más carga de trabajo. Mientras siguen disparados luz, gas, gasolina, alimentos, etc Los impuestos a los ricos. PSOE de Sanchez y Podemos. Sanchez dimisión! Elecciones Generales YA!",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3771,"Empezó a nevar, poneros a resguardo por que está en camino el Crash financiero global con epicentro en EEUU y China y Europa está inane ante este desastre de los Bancos Centrales que han optado por la Inflación galopante ante la Recesión que ya empezó a manifestarse en los EEUU y el tembladeral financiero de deuda interna en China En España estamos totalmente desarmados en cerebros y recursos para contener esta ola que se nos viene sobre nuestras cabezas, la víctima aquí es y será la Clase Media, habrá una brutal transferencia de riqueza,la Clase Media quedará desnuda",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3772,si vete a portugal aqui no hay de donde tirar.... si quieres seguir con tu negocio.,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3773,"este señor hoy en la radio ha dicho que las empresas no pagan mas luz, que es que consumen mas, y se ha quedado mas ancho que largo (como es claro)",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3774,Pero aún no te has ido a Portugal? Pues vas tarde amigo...,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3775,"Paises sin salario mínimo: Finlandia, Suecia, Noruega , Suiza. Todas con menos paro y mejores salarios. Esta claro que intervenir el mercado no es solución.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
